Report generated on: 07-31-2025 16:15:05
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-COL-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","134","133","149","158","174","182","315","396","387","417","454","430","445","456.3643835616438","463.51212602739724","588.6681863013698","634.9225136612022","656.1949780821918","744.7232876712329","820.4654767123287","688.1857923497267","605.9923178082191","580.1444575342466","545.3318575342465","538.3320300546449","538.6226684931507","542.2927178082192","546.5745150684932","603.3667109289618","689.3770561643836","804.6706657534247","937.4966506849315","973.4439721311476","1032.2897315068494","1015.1855465753424","1034.1784383561644","914.9251535519126","884.3143851205481","892.945264270959","916.4082891150686","812.2474289344262","767.5322711315248","784.9995885496664","808.059931933036","803.0898015132051"
"INTL.55-1-COL-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","132","131","147","156","172","180","310","391","382","411","448","425","439","456.3643835616438","463.51212602739724","588.6681863013698","634.9225136612022","656.1949780821918","744.7232876712329","820.4654767123287","688.1857923497267","605.9923178082191","580.1444575342466","545.3318575342465","529.1370300546448","528.5546684931506","533.4877178082191","538.6545150684932","596.1500109289617","683.6025561643836","799.2822657534247","932.3009506849315","968.6716721311475","1027.4765315068494","1010.8920465753424","1028.9204383561644","910.5784535519126","878.0657851205481","885.472364270959","908.8292891150685","805.0830289344262","759.6967763128768","777.2729450684933","800.1513983013699","795.6929232513663"
"INTL.57-1-COL-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","171.36338797814207","175","303.5945205479452","386.4438356164384","374.53551912568304","404.6657534246575","439.7178082191781","425.54246575342466","438.45628415300547","453.3643835616438","455.51212602739724","584.6681863013698","624.9225136612022","652.1949780821918","740.7232876712329","815.4654767123287","684.1857923497267","603.9923178082191","578.1444575342466","541.3318575342465","527.6040300546448","526.1961917808219","527.3547178082192","531.1224630136986","588.3567295081967","670.6456931506849","785.4009972602739","914.421391780822","944.3176010928962","1005.7918356164383","988.0082191780822","1003.0164383561644","885.9664535519125","854.0399549835618","865.472364270959","885.8292891150685","781.0830289344262","736.3570502854794","754.2729450684933","777.1513983013699","772.6929232513663"
"INTL.58-1-COL-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","5","5","5","4","6","6","6","7","3","3","8","4","10","4","4","5","4","2","2","4","1.533","1.533","1.533","3","2.236806010928962","1.9639424657534246","2","3","9","6","7","8","8","7.861830136986302","4","4","4","7","7","7","7"
"INTL.59-1-COL-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.8254767123287671","4.6","4.53205205479452","5.556475409836065","10.992920547945205","11.881268493150685","14.879558904109588","15.354071038251366","15.684695890410959","15.883827397260275","17.904","16.612","16.164","16","19","20","16.339726027397262","16","16","16"
"INTL.56-1-COL-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","6.3","7.4","7.4","9.1","9","9.1","9.4","9.839495122","10.20315347","9.336361932","10.129295472263","9.195","10.068","8.805","7.92","7.2167","5.7745","5.3884","5.1957","4.7723","4.8132","4.2935","5.258","4.3467","6.2486","7.4729","7.579","7.1644","7.835494818648036","7.726643481173096","7.908533631666027","7.396878261838798"
"","Comoros","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-COM-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-COM-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-COM-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-COM-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-COM-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-COM-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Congo-Brazzaville","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-COG-TBPD.A","        Total petroleum and other liquids (Mb/d)","35","61","37","39","33","33","57","65","83","89","87","121","120","119","123","144","164","165","156","174","188.78082191780823","176","180.4794520547945","200.47267759562843","225.15068493150685","249.44657534246576","266.9972630136986","265.1809262295082","247.56005753424657","238.4389698630137","216.87885205479452","224.70710109289618","246.44563835616438","278.08069863013696","223.40862739726026","239.8934918032787","274.5362739726027","345.98151643835615","295.8984520547945","270.448349726776","248.09452602739725","241.06848493150684","245.2764","204.80032513661203","252.64239007178517","347.2824123192914","335.49581749635945","288.9654532548902","270.74874728961805","279.34810531007315","266.7677360351194","254.91352885309564"
"INTL.55-1-COG-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","35","61","37","39","33","33","57","65","83","89","87","121","120","119","123","144","164","165","156","174","188.78082191780823","176","180.4794520547945","200.47267759562843","225.15068493150685","249.44657534246576","266.9972630136986","265.1809262295082","247.56005753424657","238.4389698630137","216.87885205479452","225.03410109289618","246.7756383561644","278.533698630137","223.92862739726027","240.2704918032787","274.8602739726027","346.05621643835616","295.9598520547945","270.59534972677596","248.30152602739727","241.28248493150684","245.4784","204.99632513661203","252.84639007178518","347.4894123192914","335.70581749635943","289.1634532548902","270.9654743370209","279.56164383561645","266.986301369863","255.12295081967213"
"INTL.57-1-COG-TBPD.A","                Crude oil including lease condensate (Mb/d)","35","61","37","39","33","33","57","65","83","89","87","117","120","119","123","144","164","165","156","176.28415300546447","188.78082191780823","176","180.4794520547945","200.47267759562843","225.15068493150685","238.44657534246576","255.99726301369864","256.1809262295082","235.56005753424657","227.4389698630137","207.87885205479452","217.32410109289617","239.06563835616438","270.723698630137","220.92862739726027","233.2704918032787","267.8602739726027","340.05621643835616","287.9598520547945","259.59534972677596","239.30152602739727","233.28248493150684","238.4784","197.99632513661203","244.84639007178518","340.4894123192914","329.70581749635943","283.1634532548902","265.9654743370209","274.56164383561645","261.986301369863","247.12295081967213"
"INTL.58-1-COG-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","9","12","11","9","7.71","7.71","7.71","3","7","7","6","8","11","9","8","7","7","8","7","6","6","5","5","5","8"
"INTL.59-1-COG-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-COG-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","-0.3","-0.3","-0.3","-0.3","-0.3","0","0","-0.222710506","-0.255354712","-0.251522629","-0.31513308999452","-0.327","-0.33","-0.453","-0.52","-0.377","-0.324","-0.0747","-0.0614","-0.147","-0.207","-0.214","-0.202","-0.196","-0.204","-0.207","-0.21","-0.198","-0.21672704740282567","-0.2135385255432864","-0.21856533474361645","-0.20942196657650272"
"","Congo-Kinshasa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-COD-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","20","20","23","25","32","33","32","32","30","28","29","28","26","23","25","28","29","28","26","26","23","25","23","25","27","25","24","24","19.957650273224044","22","21","20.161643835616438","20","20","20","20","20","19","25","24","23","22","21","19","17"
"INTL.55-1-COD-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","20","20","23","25","32","33","32","32","30","28","29","28","26","23","25","28","29","28","26","26","23","25","23","25","27","25","24","24","19.957650273224044","22","21","20.161643835616438","20","20","20","20","20","19","25","24","23","22","21","19","17"
"INTL.57-1-COD-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","27.75409836065574","30","30","30.991780821917807","29","28","29","27","24","23","25","28","29","28","26","26","23","25","23","25","27","25","24","24","19.957650273224044","22","21","20.161643835616438","20","20","20","20","20","19","25","24","23","22","21","19","17"
"INTL.58-1-COD-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-COD-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-COD-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","-0.2","-0.2","-0.1","-0.1","","","","0.017034831","0.017081502","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Cook Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-COK-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-COK-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-COK-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-COK-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-COK-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-COK-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Costa Rica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-CRI-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","-0.2","-0.1","-0.1","-0.2","-0.2","-0.2","-0.2","","","","","","","","","","","","1.023","1.877","1.856","2.637","2.3118","1.2225","-0.0926","-0.0327","1.259","1.324","1.331","1.479","1.571","0","0","0","0","0.4","0.4","0.4","0.4"
"INTL.55-1-CRI-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","1.34","2.06","2.11","2.9","2.4","1.2","0","0","1.259","1.324","1.331","1.479","1.571","0","0","0","0","0.4","0.4","0.4","0.4"
"INTL.57-1-CRI-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-CRI-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-CRI-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.34","2.06","2.11","2.9","2.4","1.2","0","0","1.259","1.324","1.331","1.479","1.571","0","0","0","0","0.4","0.4","0.4","0.4"
"INTL.56-1-CRI-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","-0.3","-0.1","-0.3","-0.3","-0.3","","0","-0.000125612","0.07137655","-0.322207607","-0.270787930816438","-0.317","-0.183","-0.254","-0.263","-0.0882","0.0225","-0.0926","-0.0327","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Cote d'Ivoire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-CIV-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","2","8","10","24","28","29","20","18","12","1.7","1.7","1.8","1.3","6","7","7","16","14","10","10","7","6","15.863013698630137","21","26.777","40.936","63.297","49.044","59.90072732240437","58.3908602739726","44.434876712328766","40.14944109589041","38.56130054644809","37.8395","36.8107","30.638501369863015","41.545090163934425","39.086376","38.04986","40.404989","37.795137365368845","34.10932295520694","31.410251129460185","30.541483391012292","41.50762922827909"
"INTL.55-1-CIV-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","1","7","9","23","27","28","20","18","12","2","2","2","1.5","6","7","7","16","14","10","10","7","6","15.863013698630137","21","25","40","62","48","59.16502732240437","57.8172602739726","43.83287671232877","39.58904109589041","37.91530054644809","37","36","29.586301369863012","40.52459016393443","38.023576","36.97436","39.314289","36.76403736536885","32.98167287445206","30.298233082397264","29.40328774533202","40.38748608346762"
"INTL.57-1-CIV-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","20","20","19","16","10","2","2","1","6","6","7","7","16","14","10","10","7","6","15.863013698630137","21","25","40","62","48","59.16502732240437","57.8172602739726","43.83287671232877","39.58904109589041","37.91530054644809","37","36","29.586301369863012","40.52459016393443","38.023576","36.97436","39.314289","36.76403736536885","32.98167287445206","30.298233082397264","29.40328774533202","40.38748608346762"
"INTL.58-1-CIV-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-CIV-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-CIV-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","0.3","0.5","0.5","0.3","0.8","0.9","1","0.867399071","0.540633801","1.074707634","0.851584684147945","1.777","0.936","1.297","1.044","0.7357","0.5736","0.602","0.5604","0.646","0.8394999999999999","0.8107","1.0522","1.0205","1.0628","1.0755","1.0907","1.0311","1.1276500807548846","1.112018047062922","1.138195645680274","1.1201431448114754"
"","Croatia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-HRV-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","41","39.487671232876714","38.756923287671235","38","35.89147267759563","37.17418082191781","33.78827123287671","31.757813698630137","28.289338797814207","27.312923287671232","25.175334246575343","23.092539726027397","25.592355191256832","24.197383561643836","23.543753424657535","23.495424657534247","21.962566666666667","23.93752191780822","23.040261643835617","20.706254794520547","19.907933333333332","19.733260273972604","19.200430136986302","17.77737808219178","17.554367213114755","17.96093698630137","17.97708082191781","17.614609589041095","15.8241956284153","15.50214060005226","15.09152099938159","14.475327420282191","13.65985095303552"
"INTL.55-1-HRV-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","42","39.487671232876714","38.756923287671235","38","35.89147267759563","37.17418082191781","33.78827123287671","31.757813698630137","28.289338797814207","27.312923287671232","25.175334246575343","23.092539726027397","22.063355191256832","20.164383561643834","19.665753424657535","19.853424657534248","18.766666666666666","20.68082191780822","19.853561643835615","17.802054794520547","16.60333333333333","16.657260273972604","16.198630136986303","14.733178082191781","14.601967213114754","14.88593698630137","14.865580821917808","14.458909589041095","12.841095628415301","12.239638356164384","11.87431506849315","11.178035616438356","10.381002732240438"
"INTL.57-1-HRV-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","--","--","--","--","--","","--","--","--","--","--","--","31.83606557377049","34.487671232876714","31.75692328767123","31","29.89147267759563","30.17418082191781","27.788271232876713","25.757813698630137","22.289338797814207","21.312923287671232","20.175334246575343","19.092539726027397","18.063355191256832","16.164383561643834","15.665753424657535","15.753424657534246","13.666666666666666","15.580821917808219","14.583561643835617","13.490410958904109","11.833333333333334","11.997260273972604","11.498630136986302","12.419178082191781","13.581967213114755","13.88093698630137","13.860580821917809","13.453909589041096","11.877008196721311","11.34052602739726","11.035693150684931","10.395991780821918","9.651396174863388"
"INTL.58-1-HRV-TBPD.A","                NGPL (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","3","5","7","7","6","7","6","6","6","6","5","4","4","4","4","4","5","5","5","4.161643835616438","4","4","4","2","1","1","1","1","0.959087431693989","0.8941123287671233","0.8336219178082191","0.7770438356164383","0.7246065573770492"
"INTL.59-1-HRV-TBPD.A","                Other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0.1","0.1","0.1","0.27","0.15","0.77","0.66","0.7","0.314","0.02","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005"
"INTL.56-1-HRV-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","","0.053","1.3","1.6","1.9","1.9","2","1.8","3.078467412","3.847404073","3.819408886","4.05415499807671","3.529","4.033","3.878","3.642","3.1959","3.2567","3.1867","2.9042","3.3046","3.076","3.0018","3.0442","2.9524","3.075","3.1115","3.1557","2.9831","3.2625022438878752","3.21720593088844","3.2972918038438355","3.2788482207950818"
"","Cuba","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-CUB-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","6","9","11","13","16","19","17","17","13","13","12","12","16","20","23","26","26","26","30","38","51.131","54.796","66.04","68","60.283","54.186","53.606","53.095","52.774","48.638","58.755","59.719","59.615","57.855","58.56","53.763","48.376","47.008","45.99","40.969","39.468300546448084","36.82968150485937","34.599717175532376","32.60660448987151","30.542180071935203"
"INTL.55-1-CUB-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","6","9","11","13","16","19","20","20","17","17","16","16","18","20","23","26","26","26","30","38","51.131","54.796","66.04","68","60","53.8","53.5","52.4","54.546","50.535","60.251","61.148","61.302","58.988","59.943","55.24","49.809","48.5","47.5","42.5","40.91530054644809","38.412328767123284","36.16027397260274","34.203897808219175","32.12144095595979"
"INTL.57-1-CUB-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","14","15","17","16","13","13","12","9","16","20","23","26","26","26","30","38","51.131","54.796","66.04","65","57","51","51","51","52.246","48.235","53","53","52","51","51","49","46","44","43","38","36.41530054644809","33.912328767123284","32.07945205479452","30.429588219178083","28.23602544498127"
"INTL.58-1-CUB-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","2","2","1","2","2","2","3","4","3","4","4","2","4","4","4","4","4","3.580821917808219","3.274309589041096","3.371423769159813"
"INTL.59-1-CUB-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0.8","0.5","0.4","0.3","0.3","5.251","5.148","5.302","4.988","4.943","2.24","1.809","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5139917418187102"
"INTL.56-1-CUB-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","-2.1","-1.9","-2","-0.8","0.2","0.8","0.8","0.777990941","0.462379944","0.248103742","0.108395016432876","0.283","0.386","0.106","0.695","-1.772","-1.897","-1.496","-1.429","-1.687","-1.133","-1.383","-1.477","-1.433","-1.492","-1.51","-1.531","-1.447","-1.582647262263918","-1.560556797070361","-1.5972933183476712","-1.57926088402459"
"","Cyprus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-CYP-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0.0194789579452054","-0.0147335736068493","-0.0112737022909837","0.0226569510315068","0.0465942273342465","-0.0344916283068494","-0.1","","","","","","","","","","","","-0.073","0.02","0.02","0.02","0.2","0.2","0.11","0.13","0.13","0.04","0.03","0","0.01","0","0","0","0","0","0","0","0"
"INTL.55-1-CYP-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0.02","0.02","0.02","0.2","0.2","0.11","0.13","0.13","0.04","0.03","0","0.01","0","0","0","0","0","0","0","0"
"INTL.57-1-CYP-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-CYP-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-CYP-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.02","0.02","0.02","0.2","0.2","0.11","0.13","0.13","0.04","0.03","0","0.01","0","0","0","0","0","0","0","0"
"INTL.56-1-CYP-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","-0.2","-0.1","-0.2","","-0.3","-0.3","-0.4","-0.364030345","-0.35683596","-0.258762478","-0.191359223515721","-0.073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Czechia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-CZE-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","","5.323126027397261","5.531747945205479","4.969975409836065","9.096054794520548","8.813953424657534","7.978284931506849","7.537986338797814","7.194528767123288","8.334345205479453","6.3671780821917805","17.221625683060108","17.667339726027397","13.12536712328767","13.469517808219178","11.454468306010929","9.866409589041096","15.133480821917809","15.578431506849315","15.9663","13.6034","16.8684","16.119716438356168","14.203233333333335","11.849941095890411","10.62165205479452","9.575147945205478","10.158422950819672","10.465984949108599","9.023746550865653","8.570844291543013","8.779750723404371"
"INTL.55-1-CZE-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","","5.323126027397261","5.531747945205479","4.969975409836065","9.096054794520548","8.813953424657534","7.978284931506849","7.537986338797814","7.194528767123288","8.334345205479453","6.3671780821917805","11.379625683060109","11.638339726027397","6.537367123287671","7.139517808219178","7.412568306010929","6.504109589041096","11.580780821917807","12.427931506849315","12.635","10.753","13.522","11.904616438356165","10.806333333333335","7.304041095890411","6.135852054794521","4.827147945205479","5.670122950819672","5.557282191780822","4.1832164383561645","3.6091671232876714","4.031486338797814"
"INTL.57-1-CZE-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","--","--","--","--","--","","--","--","--","--","--","--","--","","2.5726109589041095","2.95366301369863","3.0466147540983606","3.2769424657534247","3.597394520547945","3.6740356164383563","3.5080081967213115","3.676690410958904","5.323287671232877","6.3671780821917805","6.133724043715847","6.290394520547945","5.326005479452054","4.939846575342465","4.915300546448087","4.252054794520548","3.591780821917808","3.084931506849315","3","3","3","2.835616438356164","2.3333333333333335","2.169849315068493","2.2054493150684933","1.6253671232876712","1.842672131147541","1.6868849315068493","1.5262876712328768","1.385778082191781","1.382016393442623"
"INTL.58-1-CZE-TBPD.A","                NGPL (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-CZE-TBPD.A","                Other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","","2.7505150684931507","2.5780849315068495","1.923360655737705","5.819112328767123","5.216558904109589","4.3042493150684935","4.029978142076502","3.5178383561643836","3.0110575342465755","","5.245901639344262","5.347945205479452","1.2113616438356165","2.1996712328767125","2.4972677595628414","2.252054794520548","7.989","9.343","9.635","7.753","10.522","9.069","8.473","5.134191780821918","3.9304027397260275","3.2017808219178083","3.8274508196721313","3.8703972602739727","2.6569287671232877","2.2233890410958903","2.6494699453551913"
"INTL.56-1-CZE-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","0.326","0.3","0.9","1","1.1","0.8","1.1","1.595759563","2.07559726","4.206854795","5.67191506849315","5.842","6.029","6.588","6.33","4.0419","3.3623","3.5527","3.1505","3.3313","2.8504","3.3464","4.215100000000001","3.3969","4.545900000000001","4.4858","4.747999999999999","4.4883","4.908702757327776","4.840530112509488","4.961677168255343","4.748264384606557"
"","Denmark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
